record_id,redacted_data_json,is_pii
329,"{""transaction_id"": ""TXN789012"", ""payment_method"": ""credit_card"", ""amount"": 15000}",False
330,"{""product_sku"": ""SKU456789"", ""brand"": ""Samsung"", ""rating"": 4.5}",False
331,"{""campaign_id"": ""CAM123"", ""click_rate"": 0.045, ""conversion"": 0.12}",False
332,"{""session_id"": ""SESS456"", ""page_views"": 8, ""bounce_rate"": 0.25}",False
333,"{""warehouse_code"": ""WH001"", ""inventory_level"": 150, ""reorder_point"": 50}",False
334,"{""coupon_code"": ""SAVE20"", ""discount_percentage"": 20, ""usage_limit"": 1000}",False
335,"{""api_key"": ""API789"", ""requests_per_minute"": 500, ""quota_exceeded"": false}",False
336,"{""batch_id"": ""BATCH123"", ""processed_records"": 50000, ""error_count"": 12}",False
337,"{""log_entry"": ""INFO"", ""timestamp"": ""2024-01-20T10:30:00Z"", ""module"": ""payment_service""}",False
338,"{""metric_name"": ""response_time"", ""value"": 120, ""unit"": ""milliseconds""}",False
339,"{""feature_flag"": ""new_checkout"", ""enabled"": true, ""rollout_percentage"": 50}",False
340,"{""service_name"": ""user_service"", ""version"": ""v2.1.0"", ""health_status"": ""healthy""}",False
341,"{""database_name"": ""primary"", ""connection_pool"": 20, ""active_connections"": 15}",False
342,"{""queue_name"": ""order_processing"", ""message_count"": 245, ""consumers"": 3}",False
343,"{""cache_key"": ""user_profile_123"", ""ttl"": 3600, ""hit_ratio"": 0.85}",False
344,"{""deployment_id"": ""DEP456"", ""environment"": ""production"", ""rollback_available"": true}",False
345,"{""alert_id"": ""ALT789"", ""severity"": ""warning"", ""acknowledged"": false}",False
346,"{""backup_id"": ""BAK123"", ""size"": ""2.5GB"", ""verification"": ""passed""}",False
347,"{""test_suite"": ""integration_tests"", ""passed"": 145, ""failed"": 3}",False
348,"{""build_number"": ""BUILD789"", ""commit_hash"": ""abc123def"", ""deployment_time"": ""2024-01-20T14:25:00Z""}",False
349,"{""region"": ""ap-south-1"", ""availability_zone"": ""ap-south-1a"", ""instance_type"": ""t3.medium""}",False
350,"{""security_scan"": ""vulnerability_assessment"", ""high_risk"": 0, ""medium_risk"": 2}",False
351,"{""load_balancer"": ""ALB"", ""target_groups"": 2, ""healthy_targets"": 6}",False
352,"{""cdn_provider"": ""CloudFront"", ""cache_hit_ratio"": 0.92, ""origin_requests"": 1500}",False
353,"{""ssl_certificate"": ""wildcard"", ""issuer"": ""Let's Encrypt"", ""expiry"": ""2024-12-31""}",False
354,"{""monitoring_dashboard"": ""system_overview"", ""widgets"": 12, ""refresh_interval"": 30}",False
355,"{""compliance_check"": ""gdpr"", ""status"": ""compliant"", ""last_audit"": ""2024-01-01""}",False
356,"{""machine_learning_model"": ""recommendation_engine"", ""accuracy"": 0.89, ""training_data"": ""1M_samples""}",False
357,"{""data_pipeline"": ""etl_daily"", ""source"": ""mongodb"", ""destination"": ""data_warehouse""}",False
358,"{""kubernetes_pod"": ""api-deployment-abc123"", ""cpu_usage"": ""65%"", ""memory_usage"": ""512MB""}",False
359,"{""docker_image"": ""app:v1.2.3"", ""size"": ""150MB"", ""layers"": 8}",False
360,"{""git_branch"": ""feature/new-ui"", ""commits_ahead"": 5, ""merge_conflicts"": false}",False
361,"{""network_interface"": ""eth0"", ""bytes_in"": 1048576, ""bytes_out"": 524288}",False
362,"{""file_system"": ""/dev/sda1"", ""total_space"": ""100GB"", ""free_space"": ""25GB""}",False
363,"{""process_id"": ""12345"", ""cpu_time"": ""2.5s"", ""memory_usage"": ""256MB""}",False
364,"{""thread_pool"": ""worker_threads"", ""active_threads"": 8, ""queue_size"": 15}",False
365,"{""garbage_collection"": ""G1GC"", ""pause_time"": ""10ms"", ""frequency"": ""every_30s""}",False
366,"{""connection_string"": ""postgresql://localhost:5432/app_db"", ""max_connections"": 100, ""current_connections"": 45}",False
367,"{""search_index"": ""products_v2"", ""document_count"": 1000000, ""size"": ""2.1GB""}",False
368,"{""message_broker"": ""RabbitMQ"", ""exchange_type"": ""topic"", ""routing_key"": ""order.created""}",False
369,"{""streaming_platform"": ""Apache Kafka"", ""partition_count"": 12, ""replication_factor"": 3}",False
370,"{""container_orchestrator"": ""Kubernetes"", ""namespace"": ""production"", ""pod_count"": 25}",False
371,"{""microservice_architecture"": ""event_driven"", ""service_count"": 15, ""communication"": ""async""}",False
372,"{""api_gateway"": ""Kong"", ""rate_limiting"": ""1000_rpm"", ""authentication"": ""JWT""}",False
373,"{""service_mesh"": ""Istio"", ""sidecar_proxy"": ""Envoy"", ""mTLS_enabled"": true}",False
374,"{""observability_stack"": ""ELK"", ""log_retention"": ""30_days"", ""alert_rules"": 25}",False
375,"{""aadhar"": ""[REDACTED_PII]"", ""address_verification"": ""completed"", ""timestamp"": ""2024-01-20T09:15:00Z""}",True
376,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]""}",True
377,"{""phone"": ""98XXXXX210"", ""carrier_name"": ""Airtel"", ""plan_type"": ""postpaid""}",True
378,"{""upi_id"": ""[REDACTED_PII]"", ""linked_bank"": ""HDFC Bank"", ""kyc_status"": ""verified""}",True
379,"{""passport"": ""[REDACTED_PII]"", ""issue_place"": ""Mumbai"", ""validity"": ""10_years""}",True
380,"{""name"": ""[REDACTED_PII]"", ""phone"": ""87XXXXX109"", ""email"": ""[REDACTED_PII]"", ""device_type"": ""Android""}",True
381,"{""aadhar"": ""[REDACTED_PII]"", ""biometric_status"": ""locked"", ""unlock_required"": true}",True
382,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
383,"{""phone"": ""76XXXXX098"", ""international_code"": ""+91"", ""verified"": true}",True
384,"{""upi_id"": ""[REDACTED_PII]"", ""transaction_pin"": ""set"", ""daily_limit"": 100000}",True
385,"{""passport"": ""[REDACTED_PII]"", ""photo_updated"": ""2024-01-15"", ""pages_left"": 32}",True
386,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""department"": ""HR""}",True
387,"{""aadhar"": ""[REDACTED_PII]"", ""mobile_verification"": ""pending"", ""otp_sent"": true}",True
388,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""phone"": ""89XXXXX567""}",True
389,"{""phone"": ""67XXXXX345"", ""sms_service"": ""enabled"", ""promotional_consent"": false}",True
390,"{""upi_id"": ""[REDACTED_PII]"", ""beneficiary_limit"": 20, ""recent_transaction"": ""2024-01-20""}",True
391,"{""passport"": ""[REDACTED_PII]"", ""emergency_contact_name"": ""Priya Shetty"", ""relationship"": ""spouse""}",True
392,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
393,"{""aadhar"": ""[REDACTED_PII]"", ""demographic_auth"": ""success"", ""attempt_count"": 1}",True
394,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]""}",True
395,"{""phone"": ""92XXXXX801"", ""call_log_consent"": true, ""privacy_setting"": ""medium""}",True
396,"{""upi_id"": ""[REDACTED_PII]"", ""merchant_payments"": 15, ""last_settlement"": ""2024-01-19""}",True
397,"{""passport"": ""[REDACTED_PII]"", ""visa_pages"": 8, ""endorsement_pages"": 2}",True
398,"{""name"": ""[REDACTED_PII]"", ""phone"": ""81XXXXX789"", ""email"": ""[REDACTED_PII]""}",True
399,"{""aadhar"": ""[REDACTED_PII]"", ""bank_seeding"": ""completed"", ""subsidy_linked"": true}",True
400,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
401,"{""phone"": ""78XXXXX456"", ""roaming_activated"": true, ""international_plan"": ""active""}",True
402,"{""upi_id"": ""[REDACTED_PII]"", ""family_account"": true, ""members_linked"": 4}",True
403,"{""passport"": ""[REDACTED_PII]"", ""chip_technology"": ""enabled"", ""security_features"": ""enhanced""}",True
404,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""device_id"": ""[REDACTED_PII]""}",True
405,"{""aadhar"": ""[REDACTED_PII]"", ""disability_flag"": false, ""senior_citizen"": false}",True
406,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""phone"": ""69XXXXX578""}",True
407,"{""phone"": ""95XXXXX234"", ""caller_tune"": ""enabled"", ""ringback_tone"": ""bollywood_classic""}",True
408,"{""upi_id"": ""[REDACTED_PII]"", ""insurance_premium"": ""auto_debit"", ""policy_linked"": true}",True
409,"{""passport"": ""[REDACTED_PII]"", ""place_of_birth"": ""Mumbai"", ""spouse_name"": ""Sutapa Sikdar""}",True
410,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
411,"{""aadhar"": ""[REDACTED_PII]"", ""rural_address"": false, ""urban_classification"": true}",True
412,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]""}",True
413,"{""phone"": ""84XXXXX012"", ""missed_call_alert"": true, ""call_waiting"": ""enabled""}",True
414,"{""upi_id"": ""[REDACTED_PII]"", ""loan_emi"": ""auto_pay"", ""next_due"": ""2024-02-01""}",True
415,"{""passport"": ""[REDACTED_PII]"", ""frequent_traveler"": true, ""miles_accumulated"": 50000}",True
416,"{""name"": ""[REDACTED_PII]"", ""phone"": ""73XXXXX901"", ""email"": ""[REDACTED_PII]""}",True
417,"{""aadhar"": ""[REDACTED_PII]"", ""health_id"": ""linked"", ""vaccination_status"": ""fully_vaccinated""}",True
418,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
419,"{""phone"": ""96XXXXX234"", ""network_type"": ""4G"", ""data_usage"": ""15GB_monthly""}",True
420,"{""upi_id"": ""[REDACTED_PII]"", ""savings_goal"": ""home_purchase"", ""target_amount"": 5000000}",True
421,"{""passport"": ""[REDACTED_PII]"", ""digital_copy"": ""available"", ""qr_code"": ""generated""}",True
422,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""device_type"": ""Samsung""}",True
423,"{""aadhar"": ""[REDACTED_PII]"", ""aadhaar_pay"": ""enabled"", ""micro_atm"": ""registered""}",True
424,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""phone"": ""87XXXXX345""}",True
425,"{""phone"": ""67XXXXX345"", ""backup_sim"": ""inactive"", ""primary_number"": true}",True
426,"{""upi_id"": ""[REDACTED_PII]"", ""credit_score_check"": ""monthly"", ""current_score"": 785}",True
427,"{""passport"": ""[REDACTED_PII]"", ""biometric_data"": ""encrypted"", ""facial_recognition"": true}",True
428,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
429,"{""aadhar"": ""[REDACTED_PII]"", ""consent_manager"": ""registered"", ""data_sharing"": ""limited""}",True
430,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]""}",True
431,"{""phone"": ""78XXXXX456"", ""video_calling"": true, ""screen_sharing"": ""enabled""}",True
432,"{""upi_id"": ""[REDACTED_PII]"", ""student_account"": true, ""education_loan"": ""linked""}",True
433,"{""passport"": ""[REDACTED_PII]"", ""minor_passport"": false, ""guardian_details"": ""not_applicable""}",True
434,"{""name"": ""[REDACTED_PII]"", ""phone"": ""89XXXXX567"", ""email"": ""[REDACTED_PII]""}",True
435,"{""aadhar"": ""[REDACTED_PII]"", ""fitness_tracker"": ""linked"", ""health_records"": ""digital""}",True
436,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
437,"{""phone"": ""90XXXXX678"", ""ai_assistant"": ""enabled"", ""voice_recognition"": true}",True
438,"{""upi_id"": ""[REDACTED_PII]"", ""fashion_expenses"": ""tracked"", ""budget_alert"": true}",True
439,"{""passport"": ""[REDACTED_PII]"", ""travel_insurance"": ""comprehensive"", ""coverage"": ""worldwide""}",True
440,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""device_id"": ""[REDACTED_PII]""}",True
441,"{""aadhar"": ""[REDACTED_PII]"", ""military_service"": ""eligible"", ""ncc_certificate"": true}",True
442,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""phone"": ""71XXXXX890""}",True
443,"{""phone"": ""82XXXXX890"", ""conference_call"": ""premium"", ""participants_limit"": 50}",True
444,"{""upi_id"": ""[REDACTED_PII]"", ""jewelry_insurance"": ""active"", ""premium"": ""monthly""}",True
445,"{""passport"": ""[REDACTED_PII]"", ""diplomatic_immunity"": false, ""official_travel"": ""business""}",True
446,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
447,"{""aadhar"": ""[REDACTED_PII]"", ""property_registration"": ""linked"", ""stamp_duty"": ""paid""}",True
448,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]""}",True
449,"{""phone"": ""93XXXXX012"", ""music_streaming"": ""premium"", ""offline_downloads"": 500}",True
450,"{""upi_id"": ""[REDACTED_PII]"", ""concert_tickets"": ""auto_book"", ""artist_alerts"": true}",True
451,"{""passport"": ""[REDACTED_PII]"", ""artist_visa"": ""multi_entry"", ""performance_permit"": true}",True
452,"{""name"": ""[REDACTED_PII]"", ""phone"": ""84XXXXX012"", ""email"": ""[REDACTED_PII]""}",True
453,"{""aadhar"": ""[REDACTED_PII]"", ""comedy_club"": ""member"", ""performance_rights"": ""registered""}",True
454,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
455,"{""phone"": ""75XXXXX123"", ""fashion_alerts"": true, ""brand_notifications"": ""selective""}",True
456,"{""upi_id"": ""[REDACTED_PII]"", ""designer_payments"": ""frequent"", ""luxury_limit"": 1000000}",True
457,"{""passport"": ""[REDACTED_PII]"", ""fashion_week"": ""participant"", ""designer_collaboration"": true}",True
458,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""device_type"": ""OnePlus""}",True
459,"{""aadhar"": ""[REDACTED_PII]"", ""medical_college"": ""alumni"", ""practicing_license"": ""valid""}",True
460,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""phone"": ""96XXXXX234""}",True
461,"{""phone"": ""68XXXXX456"", ""regional_content"": ""Telugu"", ""dubbing_preference"": ""original""}",True
462,"{""upi_id"": ""[REDACTED_PII]"", ""south_cinema"": ""promotions"", ""fan_engagement"": ""high""}",True
463,"{""passport"": ""[REDACTED_PII]"", ""regional_cinema"": ""ambassador"", ""cultural_exchange"": true}",True
464,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
465,"{""aadhar"": ""[REDACTED_PII]"", ""dance_academy"": ""owner"", ""choreography_rights"": ""exclusive""}",True
466,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]""}",True
467,"{""phone"": ""89XXXXX567"", ""charity_work"": ""active"", ""foundation_calls"": ""priority""}",True
468,"{""upi_id"": ""[REDACTED_PII]"", ""donation_auto"": ""monthly"", ""cause"": ""women_empowerment""}",True
469,"{""passport"": ""[REDACTED_PII]"", ""humanitarian_visa"": ""active"", ""ngo_collaboration"": true}",True
470,"{""name"": ""[REDACTED_PII]"", ""phone"": ""72XXXXX890"", ""email"": ""[REDACTED_PII]""}",True
471,"{""aadhar"": ""[REDACTED_PII]"", ""horse_racing"": ""license"", ""stable_owner"": true}",True
472,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
473,"{""phone"": ""83XXXXX901"", ""political_updates"": ""subscribed"", ""rally_notifications"": true}",True
474,"{""upi_id"": ""[REDACTED_PII]"", ""political_donations"": ""transparent"", ""party_fund"": ""contributor""}",True
475,"{""passport"": ""[REDACTED_PII]"", ""political_visa"": ""diplomatic"", ""state_visits"": ""official""}",True
476,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""device_id"": ""[REDACTED_PII]""}",True
477,"{""aadhar"": ""[REDACTED_PII]"", ""production_house"": ""owner"", ""film_financing"": ""independent""}",True
478,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""phone"": ""94XXXXX012""}",True
479,"{""phone"": ""76XXXXX234"", ""pan_india"": ""stardom"", ""multilingual_alerts"": true}",True
480,"{""upi_id"": ""[REDACTED_PII]"", ""movie_budget"": ""international"", ""currency"": ""multi""}",True
481,"{""passport"": ""[REDACTED_PII]"", ""international_filming"": ""permitted"", ""visa_facilitation"": true}",True
482,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
483,"{""aadhar"": ""[REDACTED_PII]"", ""visual_effects"": ""studio_owner"", ""technology_innovator"": true}",True
484,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]""}",True
485,"{""phone"": ""85XXXXX123"", ""fitness_regime"": ""strict"", ""trainer_calls"": ""daily""}",True
486,"{""upi_id"": ""[REDACTED_PII]"", ""fitness_equipment"": ""premium"", ""health_monitoring"": ""advanced""}",True
487,"{""passport"": ""[REDACTED_PII]"", ""fitness_travel"": ""wellness"", ""spa_treatments"": ""international""}",True
488,"{""name"": ""[REDACTED_PII]"", ""phone"": ""97XXXXX345"", ""email"": ""[REDACTED_PII]""}",True
489,"{""aadhar"": ""[REDACTED_PII]"", ""brand_ambassador"": ""multiple"", ""endorsement_value"": ""premium""}",True
490,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
491,"{""phone"": ""61XXXXX789"", ""punjabi_connection"": ""cultural"", ""regional_films"": ""multilingual""}",True
492,"{""upi_id"": ""[REDACTED_PII]"", ""cultural_events"": ""sponsor"", ""heritage_preservation"": ""donor""}",True
493,"{""passport"": ""[REDACTED_PII]"", ""cultural_ambassador"": ""official"", ""international_events"": ""participant""}",True
494,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""device_type"": ""iPhone_Pro""}",True
495,"{""aadhar"": ""[REDACTED_PII]"", ""fitness_influencer"": ""certified"", ""wellness_brand"": ""founder""}",True
496,"{""name"": ""[REDACTED_PII]"", ""address"": ""[REDACTED_PII]"", ""phone"": ""82XXXXX890""}",True
497,"{""phone"": ""78XXXXX456"", ""dance_choreography"": ""skilled"", ""performance_rights"": ""exclusive""}",True
498,"{""upi_id"": ""[REDACTED_PII]"", ""dance_academy"": ""investment"", ""cultural_promotion"": ""active""}",True
499,"{""passport"": ""[REDACTED_PII]"", ""dance_festivals"": ""judge"", ""international_recognition"": true}",True
500,"{""name"": ""[REDACTED_PII]"", ""email"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
